ID,1BBMax,3BLMax,5BSMax,7BTMax,1BBMin,3BLMin,5BSMin,7BTMin,1BBMean,3BLMean,5BSMean,7BTMean
39,8.599783316696032,9.588728068494454,6.879298660124261,5.468377935960464,7.799303934833266,5.633847404248492,5.79544594989639,7.1126838914199855,9.165908805943277,9.2002526992392,5.456544175351311,8.589947966298437
40,6.751448668568011,6.482792436846226,7.481264098048415,8.926048367562034,7.583910158219874,6.542251643262544,7.187276423057598,8.713914650296237,8.229587444705952,6.9645657764851325,5.577297385018088,8.440260108241148
41,7.342685008875429,8.607801638234923,9.030486987468642,8.852994875378652,6.816355168721425,7.869454218524144,7.2690270695387635,7.812292394289942,6.066466178834444,5.163140576399817,7.615208813621014,8.539369901851872
42,6.778463781936136,12.028910285868125,5.740520580788037,9.512150181308714,5.84141818688868,6.208118661935715,6.2661910535802505,7.04695336206513,6.540752624455456,7.884306653609093,7.343089126260349,8.724718184551248
43,8.666223135443632,,8.819599974216773,,6.439773974802112,,6.118376254871897,,6.1083575103003325,,5.985937425895267,
44,6.931396470267454,6.222347842480184,8.380572480108945,,6.044610806817469,5.405927904411986,8.179225681132229,,7.544031310732127,6.65049927399024,9.651902212937372,
45,8.102851492511718,11.297205105938033,10.458992139093915,,5.624876416907992,7.003933674511384,7.704694531529213,,7.006368065491096,8.906524679817476,10.676243775423433,
46,6.9964264021439995,12.17032381646995,13.523562262281667,11.043477504886608,8.211828309440314,10.283823185718047,7.732732347085869,8.430912104491977,7.842177551110147,12.58382522113849,10.270948923938343,10.276864919275491
47,13.392007040842694,11.845247193247994,12.999050217699008,,9.861057181544355,9.612227635007946,12.50987074432034,,9.822699087337801,12.246942640231202,14.127486823271713,
48,9.868832948586805,11.562718924222594,15.484407319225497,,6.753474657947066,9.357797294003335,12.754564502575283,,8.617171715139328,10.030266652313689,13.051709420062851,
49,9.739948898142783,9.978186069520634,10.641430409776483,,7.938680294563124,8.355250750267672,10.53800124245076,,9.070914006764887,10.059593766787154,11.699161117204381,
50,9.342718394051843,11.322580338964464,11.308631479836482,,8.335049024087413,5.477809373970714,8.098642327164907,,6.808240521300242,9.945303439611141,11.0839091585256,
51,12.905195510165207,17.28448834375334,16.08233935248858,,6.005061777623531,9.284606987671308,11.22740449076536,,9.507999487973878,11.41011397940552,13.327161753621658,
52,13.04070524144472,16.58332819916041,10.3410425869086,13.366784788986484,9.285503336619788,10.52297751407968,10.739540552885112,13.137447884827356,10.541270270369624,13.86566903858525,10.896505316739944,10.32173505497793
53,10.514512574484144,17.151108429264408,16.878820910889065,13.53542915941328,8.774802018802758,15.11192933733794,7.082669187970704,9.02025094849105,6.605110804247412,16.343030884968428,10.466368053789578,9.93039337358148
54,10.364345102823206,12.695916844390409,12.317439142581112,13.060109976273296,6.411302718227282,7.584120340715258,9.894666266524924,8.318994910068376,8.339127583828448,10.69730874452236,10.948466412506773,11.588630167384858
55,11.052354428642564,12.213447011352796,12.400916260728998,14.516312212061443,8.601382946942547,11.255618076779975,13.539260964144757,13.996507457005995,7.968744113443369,12.646481223580977,10.184239788912462,12.92803192468896
56,9.436098998455668,11.406165944652736,11.1213548085461,11.093739778117412,7.688398282196316,11.949339075669137,10.185633025805446,9.126438708007928,7.602292117734039,11.5575924335032,11.821537229165699,11.717490462372519
57,10.150766486252062,12.487561130983044,12.095105681872466,9.701590001779339,8.506656242054712,10.216610964734606,10.237183449380948,11.809903010121284,9.381691584114487,11.1447505297841,13.523115838020667,12.412706022148445
58,12.699101985734552,10.373304781020424,12.39436426256073,9.373007975201407,9.631024892236,10.33033247609465,8.562221349186668,9.410821642868525,9.599874212883844,11.90060723558646,11.875808179401005,8.534872413111122
59,6.870652221350983,,12.324201574425741,,3.2637163917754624,,7.03519357738104,,5.324810644699159,,9.4922130383056,
60,10.816514732615646,,9.77326613719672,4.25545415160353,5.746568046613844,,6.061376557088195,4.346862294051135,7.773170601772534,,8.854305796658203,3.364349732565336
61,6.067305514326872,8.873720470666724,5.949503865044262,5.797909244662051,3.787050249789287,6.715229210448553,6.318999363982007,7.887432373438694,4.962580685258882,6.855477193623312,6.519586226831049,9.038192921261874
62,9.069988262932386,6.444103834909383,7.238797978541867,,8.343948045214894,4.488325773727096,6.073761617359324,,8.007578385835945,7.737060695774599,8.761649153258098,
63,6.635767799427285,,,,7.970404210787644,,,,7.299730018149729,,,
64,7.334788193850811,7.460003494380436,6.416180268335748,7.293577577821652,8.335171521444757,7.399861492993967,7.485768942244854,7.828996106085057,8.712248025053452,9.705675840132633,6.661159600851688,6.123308405348279
65,10.658392046427757,6.094852755730555,6.549840153852468,,6.029544530558855,9.211242364596103,7.4894632090852,,8.138336769317984,7.08666758749899,6.3891072835192295,
66,10.544871892668002,10.647648062331516,8.908005794746593,,6.19633904792315,8.179743973144042,6.984879660471748,,7.4709532108065275,7.110320094160602,8.281566385830075,
67,8.018010131850893,6.640258516375333,12.856158182006054,7.879690680540262,5.840465034497478,0.9435122423937776,9.2897709761077,2.104593768855736,7.700713476777983,3.4420027765664813,10.765619143626465,5.467272400867812
68,10.072455941060046,5.066086908846297,10.173554741715197,13.468170684550483,6.79820005473947,4.683082443762553,6.339643653086001,4.631788901570975,9.110031022744595,1.836926684740424,7.253994584036126,8.741467236353428
69,8.293294201381734,8.364023309563091,12.393590768621383,8.80774559355826,6.942331139725835,9.75968078977836,7.572904485354053,5.428922064304095,7.844392518900873,8.942514969263648,10.63365756630316,8.204603993112531
70,10.573053412813543,10.778922789740381,19.60857071735624,11.763436672727691,8.652833330004308,8.721994017728196,9.271758943732001,8.690947213242042,7.61671490776207,9.735111523217308,13.134492920576673,8.77941345130941
71,10.073691560535538,11.627683713746073,14.93931627115257,7.6536750262941355,7.635750977287659,3.6653026685823598,9.410348781051457,4.924563462209223,9.683791499767224,8.495517520690992,9.374444898995206,6.253166512111773
72,8.933535047811425,15.15870451834989,17.245016668430168,8.89751862269151,6.624126010905092,5.834825002558446,6.755307180692775,7.943567778308928,8.699801054258158,8.437087392606394,10.429871318239112,9.56688196030145
73,9.280351492169537,7.172045536641367,8.308617832288883,7.938782588674664,8.421134093237443,6.415843964278153,7.21302900391524,8.48792279533253,8.045493341162658,6.146192103057706,6.152066344822921,8.53014519647873
74,11.876528019100137,,7.91465655865338,,10.188315783618513,,5.868845191830939,,9.524068905162117,,8.033909455608818,
75,9.428196841090248,9.65888743521094,9.439676828982632,8.949185411024292,8.088624578982607,6.905774529532308,9.23168165642644,8.75935195441576,7.774332024673263,7.1304192404116264,6.8823532598011425,9.29791581237626
76,7.505534441371513,,,,7.346234221083009,,,,9.811851969249055,,,
77,10.707180049542849,9.412902111748842,11.898018353413853,11.005992276113302,9.108980889752782,4.82705456772392,7.505583222903132,8.886766865747884,10.137281837078318,7.571438852539286,10.73289226189876,7.930832678059437
78,4.210178147769575,5.494087055397355,6.787357976406577,,3.096085966155917,3.327701804366204,6.034293172869249,,2.8559746608109493,5.75922421050878,5.333682731713642,
79,7.843476950572969,6.473098730517193,8.34550651509631,7.044525559773971,6.082231490470646,5.6508483138797185,6.657853852734089,6.058619147985476,7.810892282034274,4.959645847786234,5.613102299923499,6.509179982611812
80,6.74798085294923,7.207747558168977,7.167321288259594,7.0202344927075195,5.364661394540906,6.009559363838196,6.640506914792297,5.577092575579433,4.838535219091707,6.111337995335578,6.264079246668844,5.698353287787
81,6.355486043123252,6.746962822798776,6.221438954915894,,4.896309913615616,4.687325218167118,6.549669344254751,,6.156153844138756,4.00377033574129,5.51810507878499,
82,8.611416014131157,7.2622216297786695,8.255013274713376,,6.3356574529894045,7.144684586295611,6.455162405102466,,4.813218129885169,5.628916886005976,6.4466395488460195,
83,7.617669316699831,6.617703445634261,6.963560228217388,,5.73587063947314,5.736625573098598,5.330383568679301,,8.762636141569839,8.942963200098236,7.667259539915106,
84,7.048407106869126,6.808477186277166,5.878933448858541,,5.082854532842064,6.807911045275617,6.326174462890604,,6.736452101770235,7.209003357556077,6.433013166173381,
85,14.498257564277015,,,,6.862950762358444,,,,8.872165179975735,,,
86,6.856337086923119,,,,5.933127221229403,,,,4.724233511491429,,,
87,5.512051155005911,,,,4.183261886756164,,,,4.44901741678282,,,
88,6.58292131674799,,12.223512735409873,,3.9867441306119678,,6.128092219806642,,6.5767152791396875,,8.475026333447873,
89,6.425900670960204,,10.960194181006951,,4.59394979963683,,3.8513636364876813,,4.533217802429396,,8.037021284659097,
90,8.657767387105968,,8.072047096954371,,5.82650428765953,,4.806454256365182,,7.912054481106471,,6.834356622530586,
91,5.726570222275012,,9.043558969797534,,4.919844341598102,,4.428676323726561,,6.1122910815244245,,6.571779435230703,
92,5.449400312175464,,,,5.55130780874995,,,,5.955050923323596,,,
93,6.092331973766469,,11.13355364744605,,5.84840293255245,,5.374209680983293,,4.521698264478618,,9.070744516397555,
94,5.141729906268682,,,,5.608019309366657,,,,5.157622424790359,,,
95,10.17960556613708,,8.547235338870786,,6.501581840704331,,8.650513607902726,,7.955040898815152,,8.793274988365246,
96,5.767299822554176,,7.764731758280222,,3.8771738604308084,,5.48271462780345,,4.7346541107618645,,7.558583864854362,
97,9.466208052474009,,9.4791031563654,,6.325965896536598,,7.83197152815372,,8.716623668002676,,9.88304148805519,
98,10.193212008477845,,10.41910819056775,,6.786996139739217,,7.478387006454383,,8.070798778178649,,7.71436376812741,
99,8.382174033647779,,,,9.581842270768016,,,,7.488584126940142,,,
100,8.240061411368645,,,,5.56436172238854,,,,7.395088835567791,,,
101,7.2676894765705,,,,4.001706797419648,,,,6.152581642256633,,,
102,10.216907839450942,8.527337256918527,10.712102706262973,8.477337415883458,7.6424648743408605,7.659357698077643,7.862540047357028,8.706316628934525,10.543367988096069,7.613794920555597,8.936267107432418,11.681233717601177
103,12.682553413697955,13.03011578492571,10.02628005541354,11.263317558925024,9.875707809751681,10.193219018162528,8.92262489226689,7.850645695127265,10.664388165371939,11.816592973786697,9.53903676055002,10.494135705876799
104,10.345822863986847,,11.294376865055927,11.131347922093333,8.391103716264954,,5.152503187935786,7.507545339832047,7.161147326614808,,8.857339561490562,10.06836568358387
105,10.061108113208434,,10.907319178563965,,7.462365287718883,,7.657448044705733,,8.505768707552985,,11.40365290214271,
106,7.695569683048184,6.478276934144285,8.534364638317102,,6.372625102790146,7.226873444885291,6.607750301021449,,8.229803904949621,6.321491612876331,7.089902557818324,
107,7.592637012912139,,,8.59254891875681,6.604330185627542,,,9.572965653981536,8.16857132997656,,,8.620479525172767
108,6.607642075037011,9.657017350102882,6.860669677694484,,4.088683236239365,4.008806615138225,3.315629735882589,,7.414026058023111,4.8567224012271035,6.604191889161219,
109,8.405156194816948,10.716491956897096,7.887518515386403,,5.652478453036052,3.3989275635996847,6.616164016282362,,6.689606625669787,5.650873984660645,8.55285809749218,
110,7.843175035413721,6.311101784749184,5.882610574262266,,9.940323407337637,5.5239960162298845,6.510700431205134,,7.7946576124101865,5.696600929033186,6.145899714090353,
111,,,11.261289957379242,,,,6.013234204142394,,,,8.149484549310072,
112,4.876030497760606,5.200282723551169,5.061511977380976,10.995558002299587,4.44329170661053,2.3253601275818756,3.0793389316529733,9.383935347895244,6.568735229973521,4.910561709575778,6.428657013158056,12.388687993066206
113,6.723042093499763,7.631437720033222,6.468358269043378,9.674817623882685,5.715785250402294,5.9056481527282125,6.284063575724831,10.213330439151443,6.33824492973258,4.8595235033172095,6.76744765864319,8.538902196792817
114,6.9784260453353815,6.963917646679862,9.575542827084956,9.622735836492033,6.909652392766232,4.573406237627722,5.716054366438451,5.627518459417862,6.945147366898431,7.015215129672512,7.265441388820662,8.565863873324513
115,7.700635329229066,6.815023592355771,7.045259141625857,9.654254742462085,5.041958026784669,6.33405953578698,7.674801784038539,8.159790709100324,6.150825635209723,6.618325916628197,5.664422155997026,10.179159273258053
116,6.585884411016784,5.269300189602309,7.213534148335924,9.634114706959835,5.769804430782319,5.232695460021942,5.94830263104637,6.864722126424398,7.264872426262382,6.243170634346649,8.562935228733629,12.382553420526946
117,6.75737838172216,8.860236246433246,10.423474373124316,9.502321186012384,7.591574269564828,6.006041360919794,7.07144512949591,10.686123681029061,7.252604636397502,6.429664864436589,6.855617340947213,10.400758321712205
118,8.139437312878702,6.459178999627252,9.406680656266161,8.563441826727601,5.694749603920004,5.865442176266387,6.795137676017238,10.151905139413472,8.545234432610505,6.299916403165824,5.317517719119586,8.922066869217444
119,17.953609143620476,7.903747235953788,,,10.346311237617423,9.005448082854734,,,14.96562579118649,7.406862882756091,,
120,10.501856878884523,11.420751724721063,12.389790094490701,,10.38620365414043,11.315540442743984,13.778426325482616,,8.871920440510483,10.47923595266251,11.402031006072237,
121,14.118951775099596,12.776060596982495,9.974678806261,,10.841087471458604,10.442667687606782,9.71642514368261,,11.938934139110135,13.239548046666988,9.427575333935634,
122,10.724845630271165,11.403490114470172,,,11.422573981967261,13.040709904863068,,,9.781357194566144,11.659162595923231,,
123,10.686870870726052,11.867468521081351,9.025117626472882,,9.892268746506062,10.607140807863436,9.42357632332473,,8.914913937978094,10.516414327019767,8.732051017429988,
124,8.715799490805944,,,,8.938347613049528,,,,8.031134145088888,,,
125,11.187775826171647,11.778044346909118,12.323433366961435,,8.480591499709838,9.19980390612946,9.742406964876157,,10.194513150648117,11.157566142593216,9.825155120759671,
126,10.238799318376117,13.876533512861089,14.41505244202365,,9.132393245139886,8.112743070746074,10.49605559884207,,9.043763478858144,11.098585213723625,12.367286796079133,
127,10.584469491044404,17.545394740040877,15.540177764518761,20.700093466663876,9.69493410914077,12.754575945678083,13.887289808425844,14.54437506059556,9.152675750422462,15.299722756961163,13.486751091951762,17.661320155044343
128,12.741209780914117,16.932154659143862,15.943274131423967,16.203690753104727,7.8401785673981275,7.991453977572697,12.657106189477197,11.924644291211616,10.965823167381595,13.080328551040617,13.97457099158723,18.120812820616358
129,9.606827507687123,15.936038950300013,14.842716116415607,14.400871705149964,8.792098885079346,9.08728128555617,7.104083047089188,7.539285476481105,7.054220978137653,13.170744134377092,11.427993123275337,9.925867276507773
130,9.478055092500625,16.008107967077464,17.4699465178256,10.41651381601042,7.7653343153641226,12.61619325192423,7.7903369812976075,8.944366969853256,9.024934790425833,13.933452041739685,12.306259276744804,7.479239379105374
131,9.988066323023016,15.695630360613695,11.892511081726582,13.05965993539975,8.540014691472281,9.751894984261012,3.974014614941063,10.098658179628003,7.2831938432818895,14.846254549757342,9.612071111205758,10.783090353203878
132,13.17914915510237,17.542180063892612,21.133798617257902,18.340100096779295,6.89210345585245,11.285464776588148,12.964104355032736,11.896901287677201,8.522068372369377,14.725286213127498,15.068652228034166,15.277571280084873
133,19.95672478721582,,12.89531709720286,,9.85078335523616,,8.770344311633847,,13.254895191903094,,10.853453648762859,
134,18.532663779326413,,17.969800019431435,,15.709392414828054,,16.336152552404993,,18.192105102611524,,17.908715982845333,
135,17.926747681734913,,15.124096327493021,,11.63317714678801,,12.080205782834263,,15.4842756084151,,12.935430810137802,
136,17.66702230013467,,17.39170063170151,,13.805616597297785,,11.95802906772609,,13.560637421811979,,12.962007972264384,
137,15.862695237003855,,16.463293578267898,,13.852095515104066,,12.851601800892626,,14.509728921347168,,15.63754358350117,
138,15.00423449009171,,14.439755847538073,,13.785379150251266,,14.350603456053511,,14.698527381109965,,14.927569806342667,
139,15.713369276121448,,13.912213775229413,,14.911248122119876,,13.26665715362092,,15.330538700142329,,13.387108875689881,
140,17.633310611978693,,17.850559380872294,,15.443011720854518,,14.592698563822443,,16.180140512501833,,15.312005724326603,
141,16.091269315884944,,19.228672276137697,,13.842596960360837,,13.061523614630842,,14.637249307082993,,15.289880744547485,
142,17.896612416145935,,17.26731938599612,,14.057153529474201,,14.369636375724793,,14.439933665325778,,17.245380396130503,
143,14.650353598716297,,17.241700671295654,,14.053273144818657,,14.020324497123246,,14.914792718171535,,16.39762920154429,
144,17.227130453748142,,13.690447360466898,,11.418291897330786,,12.74188264783494,,14.418718622816305,,11.678514771729832,
145,13.378873308112112,,13.392842211671283,,9.79920505112384,,11.040010826979909,,12.428508478457209,,11.300951123502545,
146,10.895466609884586,,10.265218907248219,,9.873807436863203,,9.21248097838843,,10.83602604160092,,10.394290485076478,
147,11.482680512540465,,9.449388487376343,,10.4916558646111,,10.006841537150148,,10.480455758767631,,11.5899198683539,
148,11.241995058044434,,13.500735131778226,,11.315854322148207,,10.413579546866393,,10.897194965435228,,12.38932762174078,
149,10.258039290062433,,11.51332702327892,,9.527933953365208,,10.779058728098406,,10.020808027870924,,10.632319689513217,
150,17.013050391042402,,14.156223776249378,,10.680000470473315,,12.85920174582958,,13.644582221646308,,12.175323135107174,
151,14.433186911427043,,15.29594674699334,,11.214792245710965,,10.670275380335974,,12.782136591170099,,11.967802640339917,
152,14.478201551705569,,13.609773975741396,,10.858913656267228,,10.858440882785153,,11.761225629148356,,12.706201170307944,
153,15.077991142910152,,17.59540305361086,,10.283377069196199,,11.286358650212607,,11.99551065095845,,12.726021004743707,
154,9.368051583081035,,11.33646423104992,,9.936682719127171,,12.570241320906755,,11.836175593642947,,11.308777932346604,
155,14.425381082355177,,14.443868425778069,,12.110198893317522,,12.231293541832143,,12.749049285037879,,13.87700020692012,
156,15.703217128702711,,14.556153663510207,,10.474926450910662,,9.81382770355795,,13.691035791707423,,12.758242640866198,
157,14.668136046946913,,12.299412024677272,,10.164986207143372,,12.16224471910504,,13.772357061783628,,10.84876058953078,
158,13.321690995618908,,15.519316361208324,,11.362559674830472,,11.464754634700352,,11.602795337575786,,12.383016529352256,
159,14.92172809125728,,12.805272670237196,,11.503232848206249,,10.896568228225407,,13.805491581425969,,12.721713668566617,
160,10.951115018093583,,13.55192319356513,,9.600775961817117,,11.55758836686355,,9.95107639365358,,10.71978740480679,
161,11.271585571469744,,11.369904656062209,,9.96731009872969,,10.190489239205236,,13.728320310272963,,11.881423783401198,
162,12.338828737342586,,14.704783940912113,,9.36826120216028,,10.263984906720353,,9.466101013899642,,12.22135465646839,
163,12.668799943748239,,14.453453437494927,,10.335188566358227,,11.500491069770522,,11.753760173390383,,10.074407270483384,
164,14.823305998422557,,12.726920545340276,,9.687322746504387,,11.93762679222094,,12.406832819170234,,12.692019800070236,
165,11.939235368357963,,9.738424826849833,,10.862957865876822,,9.544978934216745,,10.540013615063131,,10.556889659059983,
166,14.253323664338666,,13.839038597471117,,8.940577618632178,,9.501438517130806,,12.297394199876875,,10.725999210335125,
167,12.453244439195215,,10.52955895074008,,9.159468255737584,,11.98275239651308,,10.92079521500043,,11.222139610074295,
168,17.13386535428019,11.192577694291716,12.178877429081014,10.970901100408051,9.337967102633044,9.068414416126958,10.896106003769296,7.560183907608861,13.942906443601878,10.915302122445123,10.754750654769259,9.809968378732156
169,10.829827993123168,9.025028027468908,13.310918330927542,12.878673633932404,7.568436868609421,9.449597607285652,6.158067608238613,5.319378878777678,8.73704066800262,8.650394477600106,9.080663099586527,8.754483105070223
170,12.68988049823376,11.614147231848879,13.777745395131664,11.43879556553521,10.263586738491613,6.6976129452947735,8.44575502666392,8.620932589038722,12.071922128437727,8.034647711293593,10.727792386170984,9.651999940524052
171,16.5731839272106,11.106308305949465,15.245863160039123,13.064193508733878,10.170504305625004,5.554905513703398,6.638816321043759,6.645383327584774,12.6153136681643,7.787258827946735,10.855844132281504,10.150487989960904
172,12.346850924514799,10.319332217474072,12.738857587981027,,8.085787572866963,6.725061767083397,12.396347658270697,,10.418162779417331,7.308414801449786,9.97245350496706,
173,12.411724159809552,8.97024898470517,11.602930249759126,7.853844698519121,10.589378774080872,7.791801684124812,9.45344140482333,5.321049789865093,10.048505225358305,6.523006078592754,8.29935048935148,8.33105886265185
174,15.617770551030894,,,22.371031609147078,6.115010655630486,,,20.188165388558726,14.695183745801774,,,20.72312117540074
175,15.066436200307418,,14.319845661776412,,6.2145649073469835,,13.718400309376399,,12.594828563439835,,14.506682309917228,
176,11.49396962530866,,11.950236014126997,,11.791142574371708,,11.461649595899273,,12.306384043791416,,11.156078137107952,
177,6.128510153384075,,,,8.20332962833668,,,,6.873333953879853,,,
178,10.781763888797744,,8.414463528119825,20.734671834343175,9.484362206193731,,8.449970853907784,10.340596675761589,9.886267161008575,,9.764212912200934,14.196131543438666
179,11.071206406009011,10.76766604761402,9.18728244459163,,10.178248082481105,8.368820505794943,6.320592887377865,,10.284282706221468,10.903840242268167,8.501475227815305,
180,13.418059445508417,8.737842497193043,10.652425552858807,7.509192648581901,11.484674414920292,7.780615351092113,6.39192442245046,7.591731825287588,10.770966209298438,7.705921376975884,9.327535133965185,7.714098316204545
181,20.28021089150544,17.129060021520697,,,16.62025717409192,18.111869078466633,,,17.19143851114359,18.126670632461902,,
182,13.954240121191143,9.221971347281983,9.132717495413841,,10.863249595504122,10.012311863382212,8.058953421996044,,14.020549374210642,8.7336481625644,8.252774148904344,
183,15.424038175921432,11.98551140616409,13.410820679081203,,10.690530001818376,8.60143722624023,7.61601453484417,,13.887527803045845,10.425467622874997,10.450273118216204,
184,11.973063574270078,8.643352658608187,11.802419552821469,,7.858430169025075,7.981096207883726,10.277091311135601,,12.407311407638346,7.683521255795878,11.08643395118286,
185,10.804764707320802,8.771054096954597,10.021439938718538,,7.445876620508105,9.074395390528181,7.71418344628233,,7.682939279780685,7.861090407127197,7.8856131439188335,
186,10.974945865161105,8.937789974798246,10.521810190728495,,6.71800909608136,5.491800064206051,9.088570804209898,,9.087369622381967,8.091694034053026,9.962579042774093,
187,10.084210687196492,9.515144794454853,7.794535241986129,,8.836240924840341,8.340902523904726,8.326627809325313,,11.116352585327979,7.802218698056372,6.992867013076665,
188,11.227524994280401,10.05703029675903,10.341453431916074,,9.948604200336014,8.614708910682694,9.452543500715999,,9.839793343750404,8.615530762945525,10.168316720953733,
189,10.176738511033047,8.844781847126635,9.675339729286295,,7.815247637338222,8.448836540487658,5.931688295667167,,11.536853670267464,7.88152306469739,10.473886724035244,
